ID,F21,F22,F21a,F22a,F21b,F22b,F22c
449096,2400000,21639,240,7.199999809,240,7.199999809,7.800000191
449097,4000000,45798,400,15.10000038,400,15.10000038,16.39999962
449098,9605000,75630,960.5,25.00162697,,38.41749954,
449099,12500000,54483,1250,18,1250,18,19.5
449100,12500000,64962,1250,21.5,1094,22.20000076,24
449101,2800000,27698,280,9.199999809,280,9.199999809,10
449102,15000000,51651,1500,17.10000038,1500,17.10000038,18.5
449103,3000000,19797,300,6.5,238,6.5,7
449104,1800000,25424,180,8.399999619,180,8.399999619,9.100000381
449105,1400000,9571,140,3.200000048,140,3.200000048,3.5
449106,1500000,17701,150,5.900000095,150,5.900000095,6.400000095
449107,4300000,53284,430,17.60000038,430,17.60000038,19.10000038
449108,798700,16300,79.87000275,5.388429642,,14.82250023,
449109,15000000,286697,1500,94.77594757,,15.82680035,
449110,4300000,43325,430,14.30000019,430,14.30000019,15.5
449111,4200000,27069,420,8.899999619,327,8.600000381,9.300000191
449112,2650000,24778,265,8.199999809,221.6000061,7.900000095,8.600000381
449113,1495900,42740,149.5899963,14.12892628,,10.58749962,
449114,3470000,45330,347,15,347,15,16.20000076
449115,3200000,27904,320,9.199999809,320,9.199999809,10
449116,3550000,31102,355,10.30000019,355,10.30000019,11.19999981
449117,1500000,22458,150,7.400000095,150,7.400000095,8
449118,3950000,30706,395,10.19999981,395,10.19999981,11
449119,6600000,39342,660,13,660,13,14.10000038
449120,1400000,21293,140,7,140,7,7.599999905
449121,4600000,17862,460,5.900000095,460,5.900000095,6.400000095
449122,3650000,35221,365,11.60000038,365,11.60000038,12.60000038
449123,2200000,19752,220,6.5,220,6.5,7
449124,230000,14348,23,4.743172646,,4.849075317,
449125,688000,18120,68.80000305,5.989940166,,11.48592567,
449126,1300000,12083,130,4,130,4,4.300000191
449127,7000000,35355,700,11.69999981,700,11.69999981,12.69999981
449128,2100000,1412,210,0.466652006,,450.0141296,
449129,3650000,37942,365,12.5,365,12.5,13.5
449130,3420000,45208,342,14.89999962,342,14.89999962,16.10000038
449131,3600000,26843,360,8.899999619,300,8.899999619,9.600000381
449132,3200000,24973,320,8.300000191,280,8.300000191,9
449133,1500000,17813,150,5.900000095,150,5.900000095,6.400000095
449134,1500000,16294,150,5.400000095,150,5.400000095,5.800000191
449135,8650000,51378,865,17,865,17,18.39999962
449136,1200000,38265,120,12.60000038,120,12.60000038,13.60000038
449137,1750000,39845,175,13.19999981,175,13.19999981,14.30000019
449138,800000,25890,80,8.600000381,80,8.600000381,9.300000191
449139,4000000,24745,400,8.199999809,400,8.199999809,8.899999619
449140,15000000,85368,1500,28.20000076,1332,30.20000076,32.70000076
449141,23908000,24101,2390.800049,7.967209339,,300.0799866,
449142,3770000,38092,377,12.60000038,377,12.60000038,13.60000038
449143,3670000,31924,367,10.60000038,367,10.60000038,11.5
449144,2670000,23327,267,7.699999809,267,7.699999809,8.300000191
449145,1780680,23430,178.0679932,7.745454788,,22.98999977,
449146,7500000,90188,750,29.79999924,750,29.79999924,32.29999924
449147,1480000,36453,148,12.10000038,148,12.10000038,13.10000038
449148,1160000,17761,116,5.900000095,116,5.900000095,6.400000095
449149,1950000,27442,195,9.100000381,195,9.100000381,9.899999619
449150,2300000,27126,230,9,230,9,9.699999809
449151,3580000,35686,358,11.80000019,265,12.39999962,13.39999962
449152,15600000,73606,1560,24.29999924,1404,25.5,27.60000038
449153,26921388,34745,2692.138916,11.48591614,,234.3860779,
449154,6100000,38321,610,12.69999981,610,12.69999981,13.80000019
449155,6650000,47110,665,15.60000038,541,16.10000038,17.39999962
449156,1480000,25469,148,8.399999619,148,8.399999619,9.100000381
449157,2900000,26192,290,8.699999809,290,8.699999809,9.399999619
449158,110000,22267,11,7.400000095,11,7.400000095,8
449159,2500000,32565,250,10.80000019,250,10.80000019,11.69999981
449160,2810000,33032,281,10.89999962,215.8999939,10.10000038,10.89999962
449161,9700000,44824,970,14.80000019,970,14.80000019,16
449162,1650000,44619,165,14.80000019,165,14.80000019,16
449163,2050000,18106,205,6,205,6,6.5
449164,6600000,42045,660,13.89999962,560,13.89999962,15.10000038
449165,3030000,47035,303,15.5,303,15.5,16.79999924
449166,1900000,32764,190,10.80000019,190,10.80000019,11.69999981
449167,3100000,24024,310,7.900000095,310,7.900000095,8.600000381
449168,692200,30253,69.22000122,10.00115585,,6.921199799,
449169,1000000,37216,100,12.30288506,,8.128174782,
449170,3800000,14705,380,4.900000095,318,4.599999905,5
449171,2250000,22871,225,7.599999905,225,7.599999905,8.199999809
449172,3850000,31508,385,10.39999962,385,10.39999962,11.30000019
449173,4550000,27708,455,9.199999809,362,8.899999619,9.600000381
449174,2550000,31458,255,10.39999962,255,10.39999962,11.30000019
449175,2950000,25955,295,8.600000381,295,8.600000381,9.300000191
449176,2000000,28023,200,9.300000191,200,9.300000191,10.10000038
449177,2080000,29144,208,9.600000381,208,9.600000381,10.39999962
449178,2800000,23987,280,7.900000095,280,7.900000095,8.600000381
449179,2500000,27728,250,9.199999809,250,9.199999809,10
449180,2700000,41083,270,13.60000038,270,13.60000038,14.69999981
449181,3200000,36040,320,11.89999962,320,11.89999962,12.89999962
449182,7800000,32595,780,10.80000019,687,11.5,12.5
449183,1240000,52035,124,17.20173645,,7.208574772,
449184,3000000,54845,300,18.10000038,300,18.10000038,19.60000038
449185,230000,10000,23,3.305785179,,6.957499981,
449186,11250000,85643,1125,28.29999924,957,31.10000038,33.70000076
449187,2000000,28289,200,9.399999619,200,9.399999619,10.19999981
449188,10090000,38011,1009,12.60000038,916,12.80000019,13.89999962
449189,11530000,38648,1153,12.80000019,905,12.5,13.5
449190,10250000,43828,1025,14.5,901,14.60000038,15.80000019
449191,11100000,40925,1110,13.5,986,13.5,14.60000038
449192,3500000,33283,350,11,350,11,11.89999962
449193,2100000,29519,210,9.800000191,210,9.800000191,10.60000038
449194,1220000,17873,122,5.900000095,122,5.900000095,6.400000095
449195,7720000,54580,772,18,687,18,19.5
449196,3850000,42849,385,14.19999981,385,14.19999981,15.39999962
449197,4400000,60866,440,20.10000038,440,20.10000038,21.79999924
449198,3990000,34875,399,11.5,399,11.5,12.5
449199,2000000,25740,200,8.5,200,8.5,9.199999809
449200,2300000,28782,230,9.5,230,9.5,10.30000019
449201,5800000,41965,580,13.89999962,493.2000122,13.10000038,14.19999981
449202,2800000,30059,280,9.899999619,280,9.899999619,10.69999981
449203,2300000,23176,230,7.699999809,230,7.699999809,8.300000191
449204,4680000,38617,468,12.80000019,468,12.80000019,13.89999962
449205,4800000,29762,480,9.800000191,387,9.699999809,10.5
449206,2300000,21805,230,7.199999809,230,7.199999809,7.800000191
449207,2500000,23969,250,7.900000095,250,7.900000095,8.600000381
449208,3200000,34923,320,11.5,320,11.5,12.5
449209,12800000,70742,1280,23.39999962,1170.800049,23.20000076,25.10000038
449210,2500000,9124,250,3.016227245,,82.88500214,
449211,4950000,43759,495,14.5,495,14.5,15.69999981
449212,11420000,42104,1142,13.89999962,1018,13.89999962,15.10000038
449213,9500000,41364,950,13.69999981,826,13.69999981,14.80000019
449214,10580000,39857,1058,13.19999981,934,13.10000038,14.19999981
449215,5050000,26650,505,8.800000191,412,8.5,9.199999809
449216,3050000,27089,305,9,305,9,9.699999809
449217,3300000,23441,330,7.699999809,268,8,8.699999809
449218,2580000,27913,258,9.199999809,258,9.199999809,10
449219,1700000,23588,170,7.800000191,170,7.800000191,8.399999619
449220,2300000,32703,230,10.80000019,137,11.19999981,12.10000038
449221,1950000,27442,195,9.100000381,195,9.100000381,9.899999619
449222,2800000,39161,280,12.89999962,280,12.89999962,14
449223,6000000,74423,600,24.60000038,600,24.60000038,26.60000038
449224,8627967,10015,862.7966919,3.310722351,,260.606781,
449225,1300000,16103,130,5.300000191,68,4.400000095,4.800000191
449226,6300000,70978,630,23.5,630,23.5,25.5
449227,2230000,40022,223,13.19999981,223,13.19999981,14.30000019
449228,1700000,40237,170,13.30000019,170,13.30000019,14.39999962
449229,4200000,34971,420,11.60000038,327,12,13
449230,600000,7805,60,2.599999905,60,2.599999905,2.799999952
449231,12500000,78616,1250,26,1250,26,28.20000076
449232,7300000,67636,730,22.39999962,730,22.39999962,24.29999924
449233,5900000,48203,590,15.89999962,590,15.89999962,17.20000076
449234,3180000,47920,318,15.80000019,318,15.80000019,17.10000038
449235,2150000,27861,215,9.199999809,215,9.199999809,10
449236,4500000,43478,450,14.39999962,450,14.39999962,15.60000038
449237,1800000,16813,180,5.599999905,180,5.599999905,6.099999905
449238,9405800,52156,940.5999756,17.20000076,940.5800171,17.20000076,18.60000038
449239,1150000,21147,115,6.990902901,,16.44995117,
449240,3000000,34542,300,11.39999962,300,11.39999962,12.30000019
449241,2800000,24873,280,8.199999809,280,8.199999809,8.899999619
449242,1400000,19444,140,6.400000095,140,6.400000095,6.900000095
449243,192000,,19.20000076,,,,
449244,8720000,46922,872,15.5,737,15.5,16.79999924
449245,6240000,40376,624,13.30000019,529,13.30000019,14.39999962
449246,3650000,41016,365,13.60000038,365,13.60000038,14.69999981
449247,5500000,36376,550,12,457,12.39999962,13.39999962
449248,4700000,80507,470,26.60000038,470,26.60000038,28.79999924
449249,2000000,23599,200,7.800000191,200,7.800000191,8.399999619
449250,1900000,6052,190,2.00069809,,94.96685028,
449251,600000,6042,60,1.997252107,,30.04127502,
449252,2860000,25965,286,8.600000381,286,8.600000381,9.300000191
449253,2000000,9529,200,3.15016675,,63.48870087,
449254,300000,1429,30,0.47252503,,63.48870087,
449255,2600000,35173,260,11.60000038,194.8999939,12.10000038,13.10000038
449256,3600000,19475,360,6.400000095,360,6.400000095,6.900000095
449257,3050000,30213,305,10,305,10,10.80000019
449258,2180000,24017,218,7.900000095,218,7.900000095,8.600000381
449259,1150000,35626,115,11.80000019,115,11.80000019,12.80000019
449260,5000000,76023,500,25.10000038,500,25.10000038,27.20000076
449261,1220180,12584,122,4.199999809,122.0179977,4.199999809,4.5
449262,1880000,26580,188,8.800000191,188,8.800000191,9.5
449263,2300000,21749,230,7.199999809,168,7.300000191,7.900000095
449264,2400000,30124,240,10,240,10,10.80000019
449265,4200000,58923,420,19.5,420,19.5,21.10000038
449266,3180000,30323,318,10,318,10,10.80000019
449267,8572,875,0.857200027,0.289155006,,2.96449995,
449268,2100000,30670,210,10.10000038,210,10.10000038,10.89999962
449269,1300000,21638,130,7.199999809,130,7.199999809,7.800000191
449270,15300000,87080,1530,28.79999924,1362,30.79999924,33.40000153
449271,3400000,33710,340,11.10000038,340,11.10000038,12
449272,2400000,19479,240,6.400000095,240,6.400000095,6.900000095
449273,1100000,19639,110,6.5,110,6.5,7
449274,1600000,20904,160,6.900000095,160,6.900000095,7.5
449275,2000000,24612,200,8.100000381,200,8.100000381,8.899999619
449276,7000000,42281,700,14,576,14,15.19999981
449277,2800000,26360,280,8.699999809,214.8999939,7.699999809,8.300000191
449278,7000000,39006,700,12.89999962,576,12.69999981,13.80000019
449279,3320000,7477,332,2.471893311,,134.3099976,
449280,3400000,36151,340,12,340,12,13
449281,1630000,17357,163,5.699999809,163,5.699999809,6.199999809
449282,3100000,39250,310,13,310,13,14.10000038
449283,600000,,60,,,,
449284,2350000,21769,235,7.199999809,173,8.100000381,8.800000191
449285,8700000,43346,870,14.30000019,870,14.30000019,15.5
449286,3250000,32520,325,10.80000019,325,10.80000019,11.69999981
449287,2380000,22394,238,7.400000095,238,7.400000095,8
449288,13700000,77493,1370,25.60000038,1252.400024,25.5,27.60000038
449289,2880000,26337,288,8.699999809,288,8.699999809,9.399999619
449290,3800000,25565,380,8.5,318,8.800000191,11.39999962
449291,2100000,30452,210,10.10000038,210,10.10000038,10.89999962
449292,900000,1429,90,0.472540021,,190.4600525,
449293,850000,10069,85,3.299999952,85,3.299999952,3.599999905
449294,1060000,32666,106,10.80000019,106,10.80000019,11.69999981
449295,1500000,15145,150,5,150,5,5.400000095
449296,2300000,23062,230,7.599999905,230,7.599999905,8.199999809
449297,761199,16086,76.09999847,5.300000191,76.11990356,5.300000191,5.699999809
449298,3700000,33104,370,10.89999962,277,11.19999981,12.10000038
449299,900000,28535,90,9.399999619,90,9.399999619,10.19999981
449300,3100000,29848,310,9.899999619,310,9.899999619,10.69999981
449301,5340000,53983,534,17.79999924,534,17.79999924,19.29999924
449302,400000,,40,,,,
449303,400000,,40,,,,
449304,400000,,40,,,,
449305,2200000,20721,220,6.800000191,220,6.900000095,7.5
449306,2080000,24895,208,8.199999809,208,8.199999809,8.899999619
449307,130000,2167,13,0.716253459,,18.14999962,
449308,7200000,36934,720,12.19999981,561.9000244,12.30000019,13.30000019
449309,3800000,33098,380,10.89999962,380,10.89999962,11.80000019
449310,3800000,35644,380,11.80000019,380,11.80000019,12.80000019
449311,2900000,29601,290,9.800000191,290,9.800000191,10.60000038
449312,1600000,25486,160,8.399999619,160,8.399999619,9.100000381
449313,2600000,31921,260,10.60000038,260,10.60000038,11.5
449314,300000,1333,30,0.440771341,,68.0625,
449315,2680000,38462,268,12.69999981,268,12.69999981,13.80000019
449316,6000000,33849,600,11.19999981,600,11.19999981,12.10000038
449317,2100000,40928,210,13.5,210,13.5,14.60000038
449318,3000000,25613,300,8.5,300,8.5,9.199999809
449319,4722000,61317,472.2000122,20.29999924,472.2000122,20.29999924,22
449320,3148000,40878,314.7999878,13.5,314.7999878,13.5,14.60000038
449321,3850000,40702,385,13.5,261,14.30000019,15.5
449322,11900000,73284,1190,24.20000076,1100,24.20000076,26.20000076
449323,1200000,15328,120,5.099999905,120,5.099999905,5.5
449324,8800000,37650,880,12.39999962,880,12.39999962,13.39999962
449325,3000000,27044,300,8.899999619,300,8.899999619,9.600000381
449326,3480000,43669,348,14.39999962,348,14.39999962,15.60000038
449327,12820000,49313,1282,16.29999924,1282,16.29999924,17.70000076
449328,2450000,25402,245,8.399999619,245,8.399999619,9.100000381
449329,4700000,30808,470,10.19999981,377,10.10000038,10.89999962
449330,4600000,61928,460,20.5,460,20.5,22.20000076
449331,9000000,109890,900,36.29999924,900,36.29999924,39.29999924
449332,2560000,24773,256,8.199999809,194,8.699999809,9.399999619
449333,950000,35146,95,11.60000038,95,11.60000038,12.60000038
449334,8820000,46684,882,15.39999962,882,15.39999962,16.70000076
449335,1800000,22483,180,7.400000095,180,7.400000095,8
449336,1150000,43168,115,14.30000019,115,14.30000019,15.5
449337,900000,18007,90,6,90,6,6.5
449338,1900000,21060,190,7,190,7,7.599999905
449339,360000,9390,36,3.099999905,36,3.099999905,3.400000095
449340,4250000,37531,425,12.39999962,425,12.39999962,13.39999962
449341,7300000,52221,730,17.29999924,590,17.70000076,19.20000076
449342,2750000,25174,275,8.300000191,275,8.300000191,9
449343,2100000,21036,210,7,210,7,7.599999905
449344,2850000,27813,285,9.199999809,285,9.199999809,10
449345,5660000,33896,566,11.19999981,473,11.39999962,12.30000019
449346,11017500,35418,1101.800049,11.69999981,1101.75,11.69999981,12.69999981
449347,5800000,53778,580,17.79999924,580,17.79999924,19.29999924
449348,400000,,40,,,,
449349,10300000,38802,1030,12.80000019,906,12.69999981,13.80000019
449350,1850000,20052,185,6.599999905,185,6.599999905,7.099999905
449351,700000,12281,70,4.099999905,70,4.099999905,4.400000095
449352,2000000,100806,200,33.29999924,200,33.29999924,36.09999847
449353,11330000,55595,1133,18.39999962,1013,18.39999962,19.89999962
449354,11750000,56271,1175,18.60000038,1045,18.60000038,20.10000038
449355,8000000,41647,800,13.80000019,800,13.80000019,14.89999962
449356,1800000,21191,180,7,180,7,7.599999905
449357,13200000,57078,1320,18.89999962,1060,18.89999962,20.5
449358,10500000,51155,1050,16.89999962,950,16.89999962,18.29999924
449359,13000000,57078,1300,18.89999962,1060,18.89999962,20.5
449360,4000000,24834,400,8.199999809,400,8.199999809,8.899999619
449361,10450000,53936,1045,17.79999924,805,17.79999924,19.29999924
449362,9000000,53822,900,17.79999924,790,17.79999924,19.29999924
449363,10500000,61905,1050,20.5,930,20.5,22.20000076
449364,3300000,34346,330,11.39999962,330,11.39999962,12.30000019
449365,8850000,35267,885,11.69999981,885,11.69999981,12.69999981
449366,13900000,52892,1390,17.5,1390,17.5,19
449367,6800000,43171,680,14.30000019,575,14.30000019,15.5
449368,6650000,40134,665,13.30000019,565,13.30000019,14.39999962
449369,7580000,54660,758,18.10000038,688,18.10000038,19.60000038
449370,5000000,45483,500,15,500,15,16.20000076
449371,1435000,21150,143.5,6.991601467,,20.52462387,
449372,1800000,28930,180,9.600000381,180,9.600000381,10.39999962
449373,2850000,34918,285,11.5,285,11.5,12.5
449374,35515,21524,3.551500082,7.115451813,,0.499125004,
449375,1900000,18894,190,6.199999809,190,6.199999809,6.699999809
449376,5450000,21229,545,7,545,7,7.599999905
449377,3000000,20693,300,6.800000191,300,6.800000191,7.400000095
449378,2000000,37502,200,12.39999962,200,12.39999962,13.39999962
449379,4250000,37008,425,12.19999981,332,12.89999962,14
449380,7900000,46371,790,15.30000019,690,15.30000019,16.60000038
449381,9130000,53293,913,17.60000038,793,17.60000038,19.10000038
449382,10400000,53763,1040,17.79999924,800,17.79999924,19.29999924
449383,9700000,57124,970,18.89999962,850,18.89999962,20.5
449384,9700000,57124,970,18.89999962,850,18.89999962,20.5
449385,10700000,52583,1070,17.39999962,970,17.39999962,18.79999924
449386,11200000,54882,1120,18.10000038,1000,18.10000038,19.60000038
449387,11500000,51155,1150,16.89999962,950,16.89999962,18.29999924
449388,8300000,48540,830,16,730,16,17.29999924
449389,9700000,57185,970,18.89999962,860,18.89999962,20.5
449390,9300000,54435,930,18,810,18,19.5
449391,9220000,53226,922,17.60000038,792,17.60000038,19.10000038
449392,6200000,37665,620,12.5,527,12.89999962,14
449393,10500000,51155,1050,16.89999962,950,16.89999962,18.29999924
449394,9580000,56317,958,18.60000038,838,18.60000038,20.10000038
449395,10080000,37973,1008,12.60000038,915,12.80000019,13.89999962
449396,14750000,42806,1475,14.19999981,1351,14.19999981,15.39999962
449397,2700000,32644,270,10.80000019,270,10.80000019,11.69999981
449398,13800000,74841,1380,24.70000076,1380,24.70000076,26.79999924
449399,200000,,20,,,,
449400,2350000,42054,235,13.89999962,235,13.89999962,15.10000038
449401,3270000,28018,327,9.300000191,327,9.300000191,10.10000038
449402,2380000,38437,238,12.69999981,238,12.69999981,13.80000019
449403,4600000,55670,460,18.39999962,460,18.39999962,19.89999962
449404,12000000,68618,1200,22.70000076,1044,23.79999924,25.79999924
449405,3000000,27377,300,9.100000381,300,9.100000381,9.899999619
449406,1400000,14876,140,4.900000095,140,4.900000095,5.300000191
449407,1429950,24419,143,8.100000381,142.9949951,8.100000381,8.800000191
449408,6180000,33357,618,11,525,11.19999981,12.10000038
449409,190000,5758,19,1.903330803,,9.982500076,
449410,5500000,81193,550,26.79999924,550,26.79999924,29
449411,2900000,27286,290,9,290,9,9.699999809
449412,6950000,32660,695,10.80000019,602,10.89999962,11.80000019
449413,1900000,55866,190,18.5,190,18.5,20
449414,2260000,40560,226,13.39999962,226,13.39999962,14.5
449415,3750000,25188,375,8.300000191,251,10.30000019,11.19999981
449416,3600000,31158,360,10.30000019,267,10.30000019,11.19999981
449417,2500000,27539,250,9.100000381,250,9.100000381,9.899999619
449418,9300000,53763,930,17.79999924,800,17.79999924,19.29999924
449419,9380000,54301,938,18,808,18,19.5
449420,1850000,25777,185,8.5,185,8.5,9.199999809
449421,5880000,74055,588,24.5,588,24.5,26.5
449422,4270000,31476,427,10.39999962,334,10.39999962,11.30000019
449423,3400000,31328,340,10.39999962,247,10.39999962,11.30000019
449424,2100000,25520,210,8.399999619,210,8.399999619,9.100000381
449425,1000000,9708,100,3.200000048,100,3.200000048,3.5
449426,18000000,67037,1800,22.20000076,1644,22.79999924,24.70000076
449427,450000,,45,,,,
449428,1800000,18246,180,6,180,6,6.5
449429,2400000,18889,240,6.199999809,178,6,6.5
449430,13000000,50006,1300,16.5,1300,16.5,17.89999962
449431,4000000,34417,400,11.39999962,400,11.39999962,12.30000019
449432,2000000,38767,200,12.80000019,200,12.80000019,13.89999962
449433,1480000,14754,148,4.900000095,148,4.900000095,5.300000191
449434,11387000,95955,1138.699951,31.72071838,,35.89767456,
449435,550000,,55,,,,
449436,4900000,34111,490,11.30000019,430,11.30000019,12.19999981
449437,3000000,22381,300,7.400000095,300,7.400000095,8
449438,7000000,36788,700,12.19999981,607,12.5,13.5
449439,4500000,29268,450,9.699999809,357,9.5,10.30000019
449440,400000,,40,,,,
449441,3650000,34231,365,11.30000019,365,11.30000019,12.19999981
449442,4500000,362027,450,119.6784592,,3.760075092,
449443,14880000,78693,1488,26,1370.400024,25.89999962,28
449444,3500000,23553,350,7.800000191,350,7.800000191,8.399999619
449445,2060000,25015,206,8.300000191,206,8.300000191,9
449446,1050000,12407,105,4.099999905,105,4.099999905,4.400000095
449447,1221070,9076,122.0999985,3,122.1070023,3,3.200000048
449448,5500000,32575,550,10.80000019,457,10.89999962,11.80000019
449449,4500000,31237,450,10.30000019,450,10.30000019,11.19999981
449450,5200000,75680,520,25,520,25,27.10000038
449451,2700000,33268,270,11,270,11,11.89999962
449452,2080000,28833,208,9.5,208,9.5,10.30000019
449453,5200000,35624,520,11.80000019,427,12.10000038,13.10000038
449454,6700000,59832,670,19.79999924,670,19.79999924,21.39999962
449455,2080000,23070,208,7.599999905,208,7.599999905,8.199999809
449456,3750000,33494,375,11.10000038,375,11.10000038,12
449457,2430000,22075,243,7.300000191,243,7.300000191,7.900000095
449458,34000000,163903,3400,54.20000076,3400,54.20000076,58.70000076
449459,4500000,50905,450,16.79999924,363.2000122,16.20000076,17.5
449460,1800000,19616,180,6.5,180,6.5,7
449461,1500000,16862,150,5.599999905,150,5.599999905,6.099999905
449462,630000,9799,63,3.200000048,63,3.200000048,3.5
449463,6850000,54421,685,18,685,18,19.5
449464,650000,,65,,,,
449465,3000000,31823,300,10.5,300,10.5,11.39999962
449466,12180000,54177,1218,17.89999962,1078,18.29999924,19.79999924
449467,3450000,35607,345,11.80000019,345,11.80000019,12.80000019
449468,4300000,52497,430,17.39999962,430,17.39999962,18.79999924
449469,5700000,46020,570,15.19999981,483.2000122,14.60000038,15.80000019
449470,6880000,28029,688,9.300000191,595,9.199999809,10
449471,5680000,33779,568,11.19999981,568,11.19999981,12.10000038
449472,6500000,40919,650,13.5,545,13.5,14.60000038
449473,7800000,48302,780,16,680,16,17.29999924
449474,9380000,42245,938,14,938,14,15.19999981
449475,5800000,48414,580,16,580,16,17.29999924
449476,400000,,40,,,,
449477,800000,,80,,,,
449478,2430000,29387,243,9.699999809,150,9.399999619,10.19999981
449479,1470000,21762,147,7.199999809,147,7.199999809,7.800000191
449480,2400000,24490,240,8.100000381,240,8.100000381,8.800000191
449481,4100000,37054,410,12.19999981,410,12.19999981,13.19999981
449482,6800000,58384,680,19.29999924,680,19.29999924,20.89999962
449483,1200000,22727,120,7.5,120,7.5,8.100000381
449484,5600000,36302,560,12,467,12.39999962,13.39999962
449485,1900000,24576,190,8.100000381,190,8.100000381,8.800000191
449486,26000000,61642,2600,20.39999962,2600,20.39999962,22.10000038
449487,1650000,19916,165,6.599999905,165,6.599999905,7.099999905
449488,4500000,45317,450,15,450,15,16.20000076
449489,1850000,27007,185,8.899999619,185,8.899999619,9.600000381
449490,1700000,31481,170,10.39999962,170,10.39999962,11.30000019
449491,17000000,80306,1700,26.5,1532,26.39999962,28.60000038
449492,1230000,25732,123,8.5,123,8.5,9.199999809
449493,1150000,24292,115,8,115,8,8.699999809
449494,760000,24312,76,8,76,8,8.699999809
449495,860000,25725,86,8.5,86,8.5,9.199999809
449496,7600000,48903,760,16.20000076,760,16.20000076,17.5
449497,635000,11277,63.5,3.700000048,63.5,3.700000048,4
449498,8450000,39668,845,13.10000038,845,13.10000038,14.19999981
449499,700000,2574,70,0.850753546,,82.27999878,
449500,5200000,26455,520,8.699999809,427,8.5,9.199999809
449501,7950000,47548,795,15.69999981,671,15.39999962,16.70000076
449502,3200000,23646,320,7.800000191,320,7.800000191,8.399999619
449503,14000000,54702,1400,18.10000038,1400,18.10000038,19.60000038
449504,7600000,101266,760,33.5,760,33.5,36.29999924
449505,3750000,37044,375,12.19999981,375,12.19999981,13.19999981
449506,3500000,42042,350,13.89999962,350,13.89999962,15.10000038
449507,3400000,32115,340,10.60000038,340,10.60000038,11.5
449508,950000,30744,95,10.19999981,95,10.19999981,11
449509,1100000,35324,110,11.69999981,110,11.69999981,12.69999981
449510,1800000,24148,180,8,180,8,8.699999809
449511,2250000,30633,225,10.10000038,225,10.10000038,10.89999962
449512,6700000,45850,670,15.19999981,670,15.19999981,16.5
449513,1600000,31080,160,10.30000019,160,10.30000019,11.19999981
449514,4120000,27571,412,9.100000381,319,9.5,10.30000019
449515,3500000,13850,350,4.599999905,350,4.599999905,5
449516,2800000,39414,280,13,280,13,14.10000038
449517,1350000,26659,135,8.800000191,135,8.800000191,9.5
449518,4500000,62535,450,20.70000076,450,20.70000076,22.39999962
449519,4000000,36150,400,12,400,12,13
449520,2050000,17508,205,5.800000191,205,5.800000191,6.300000191
449521,2000000,9529,200,3.15016675,,63.48870087,
449522,2000000,9529,200,3.15016675,,63.48870087,
449523,3500000,34385,350,11.39999962,350,11.39999962,12.30000019
449524,11500000,42399,1150,14,1026,14,15.19999981
449525,1600000,34043,160,11.30000019,160,11.30000019,12.19999981
449526,48000000,64331,4800,21.29999924,4800,21.29999924,23.10000038
449527,2450000,27240,245,9,245,9,9.699999809
449528,23200000,97344,2320,32.20000076,2194,32.40000153,35.09999847
449529,9000000,111345,900,36.79999924,900,36.79999924,39.90000153
449530,2300000,21849,230,7.199999809,230,7.199999809,7.800000191
449531,2270000,15792,227,5.199999809,227,5.199999809,5.599999905
449532,6700000,42751,670,14.10000038,670,14.10000038,15.30000019
449533,3350000,30319,335,10,335,10,10.80000019
449534,1580000,15226,158,5,158,5,5.400000095
449535,6800000,36038,680,11.89999962,587,12.19999981,13.19999981
449536,3600000,31884,360,10.5,360,10.5,11.39999962
449537,2500000,28255,250,9.300000191,250,9.300000191,10.10000038
449538,6730815,2207,673.0814819,0.729545534,,922.6038208,
449539,1000000,19654,100,6.5,100,6.5,7
449540,1480000,19112,148,6.300000191,148,6.300000191,6.800000191
449541,1600000,16152,160,5.300000191,160,5.300000191,5.699999809
449542,1000000,12917,100,4.300000191,100,4.300000191,4.699999809
449543,3600000,38743,360,12.80000019,360,12.80000019,13.89999962
449544,3400000,30559,340,10.10000038,274.8999939,13.30000019,14.39999962
449545,333333,14227,33.33330154,4.703061581,,7.087574959,
449546,166666,26371,16.66659927,8.717752457,,1.911800027,
449547,166666,27100,16.66659927,8.958731651,,1.860375047,
449548,5400000,49451,540,16.29999924,453.2000122,16.5,17.89999962
449549,6200000,44037,620,14.60000038,620,14.60000038,15.80000019
449550,1314960,4000,131.4960022,1.322314024,,99.44384766,
449551,4000000,48060,400,15.89999962,400,15.89999962,17.20000076
449552,2700000,27060,270,8.899999619,270,8.899999619,9.600000381
449553,1050000,20337,105,6.699999809,105,6.699999809,7.300000191
449554,4500000,30086,450,9.899999619,450,9.899999619,10.69999981
449555,3200000,46935,320,15.5,320,15.5,16.79999924
449556,2560000,38759,256,12.80000019,256,12.80000019,13.89999962
449557,800000,32976,80,10.89999962,80,10.89999962,11.80000019
449558,4850000,32115,485,10.60000038,392,10.69999981,11.60000038
449559,2300000,26187,230,8.699999809,230,8.699999809,9.399999619
449560,920000,22840,92,7.599999905,92,7.599999905,8.199999809
449561,1780000,18713,178,6.199999809,178,6.199999809,6.699999809
449562,16300000,76999,1630,25.5,1474,25.39999962,27.5
449563,14680000,53728,1468,17.79999924,1468,17.79999924,19.29999924
449564,1050000,32558,105,10.80000019,105,10.80000019,11.69999981
449565,2150000,32277,215,10.69999981,215,10.69999981,11.60000038
